"algo","compressed-oops","dry-mode","jvm","size","tag","threads","-","count","mean","stdDev"
"CMS_ParNew","off","false","hs6u43","20.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1485.6478405315615","108.24889296229634"
"CMS_ParNew","off","false","hs6u43","20.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1467.328903654485","122.872870564357"
"CMS_ParNew","off","false","hs6u43","20.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1490.0033222591362","84.12376179137765"
"CMS_ParNew","off","false","hs6u43","24.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1676.6212624584718","102.83930670252994"
"CMS_ParNew","off","false","hs6u43","24.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1311.5116279069769","48.55743625462708"
"CMS_ParNew","off","false","hs6u43","24.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1663.3953488372092","35.89658242130583"
"CMS_ParNew","off","false","hs6u43","24.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1629.093023255814","54.535897390147944"
"CMS_ParNew","off","false","hs6u43","24.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1468.3820598006644","162.76045891775902"
"CMS_ParNew","off","false","hs6u43","28.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1666.6511627906978","144.34825887706495"
"CMS_ParNew","off","false","hs6u43","28.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1566.7441860465117","189.94915653281146"
"CMS_ParNew","off","false","hs6u43","28.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1669.873754152824","52.41152020968281"
"CMS_ParNew","off","false","hs6u43","28.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1546.0199335548173","148.11448252915392"
"CMS_ParNew","off","false","hs6u43","28.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1766.8803986710964","70.23325386178546"
"CMS_ParNew","off","false","hs6u43","32.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1566.4916943521594","49.22351318174461"
"CMS_ParNew","off","false","hs6u43","32.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1853.1196013289036","82.09332859116427"
"CMS_ParNew","off","false","hs6u43","32.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1725.0996677740864","68.66590622448929"
"CMS_ParNew","off","false","hs6u43","32.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1783.142857142857","49.90172591848743"
"CMS_ParNew","off","false","hs6u43","32.0","hs6u43 CMS_ParNew pthreads:1 coops:off","1","","301","1653.392026578073","197.39879648409223"
"ParNew","off","false","hs6u43","1.0","hs6u43 ParNew pthreads:1 coops:off","1","","287","770.3554006968641","41.954918111698724"
"ParNew","off","false","hs6u43","1.0","hs6u43 ParNew pthreads:1 coops:off","1","","287","756.0418118466899","68.63866654045871"
"ParNew","off","false","hs6u43","1.0","hs6u43 ParNew pthreads:1 coops:off","1","","287","596.2473867595819","36.909977855538536"
"ParNew","off","false","hs6u43","1.0","hs6u43 ParNew pthreads:1 coops:off","1","","287","674.1184668989547","47.80972639243271"
"ParNew","off","false","hs6u43","1.0","hs6u43 ParNew pthreads:1 coops:off","1","","287","758.7979094076655","71.43429228386277"
"ParNew","off","false","hs6u43","2.0","hs6u43 ParNew pthreads:1 coops:off","1","","286","962.0769230769231","52.312880244577855"
"ParNew","off","false","hs6u43","2.0","hs6u43 ParNew pthreads:1 coops:off","1","","286","741.3601398601398","10.34507848841672"
"ParNew","off","false","hs6u43","2.0","hs6u43 ParNew pthreads:1 coops:off","1","","286","753.9405594405595","50.388143429664375"
"ParNew","off","false","hs6u43","2.0","hs6u43 ParNew pthreads:1 coops:off","1","","286","769.4825174825174","58.231375142659004"
"ParNew","off","false","hs6u43","2.0","hs6u43 ParNew pthreads:1 coops:off","1","","286","750.5454545454545","37.17652603095818"
"ParNew","off","false","hs6u43","3.0","hs6u43 ParNew pthreads:1 coops:off","1","","284","951.6866197183099","87.21878571461173"
"ParNew","off","false","hs6u43","3.0","hs6u43 ParNew pthreads:1 coops:off","1","","285","1103.8666666666666","74.62291011110851"
"ParNew","off","false","hs6u43","3.0","hs6u43 ParNew pthreads:1 coops:off","1","","284","1019.8556338028169","52.90621122864634"
"ParNew","off","false","hs6u43","3.0","hs6u43 ParNew pthreads:1 coops:off","1","","284","910.5457746478874","100.9843873885014"
"ParNew","off","false","hs6u43","3.0","hs6u43 ParNew pthreads:1 coops:off","1","","284","1051.1338028169014","98.34075773562802"
"ParNew","off","false","hs6u43","4.0","hs6u43 ParNew pthreads:1 coops:off","1","","283","933.416961130742","91.47879706810112"
"ParNew","off","false","hs6u43","4.0","hs6u43 ParNew pthreads:1 coops:off","1","","283","877.4734982332155","25.871833548372134"
"ParNew","off","false","hs6u43","4.0","hs6u43 ParNew pthreads:1 coops:off","1","","283","913.0883392226149","52.82228326766226"
"ParNew","off","false","hs6u43","4.0","hs6u43 ParNew pthreads:1 coops:off","1","","283","892.6042402826855","41.50250854147855"
"ParNew","off","false","hs6u43","4.0","hs6u43 ParNew pthreads:1 coops:off","1","","283","994.5724381625441","152.77088858599924"
"ParNew","off","false","hs6u43","8.0","hs6u43 ParNew pthreads:1 coops:off","1","","249","1013.0562248995984","55.266830391943934"
"ParNew","off","false","hs6u43","8.0","hs6u43 ParNew pthreads:1 coops:off","1","","249","1072.9317269076305","32.37703580037328"
"ParNew","off","false","hs6u43","8.0","hs6u43 ParNew pthreads:1 coops:off","1","","207","1108.1400966183576","92.22946957956269"
"ParNew","off","false","hs6u43","8.0","hs6u43 ParNew pthreads:1 coops:off","1","","249","999.7389558232932","76.54985073207158"
"ParNew","off","false","hs6u43","8.0","hs6u43 ParNew pthreads:1 coops:off","1","","203","1123.6699507389162","78.89854078141073"
"ParNew","off","false","hs6u43","12.0","hs6u43 ParNew pthreads:1 coops:off","1","","73","1462.6027397260275","11.536410170280384"
"ParNew","off","false","hs6u43","12.0","hs6u43 ParNew pthreads:1 coops:off","1","","105","1159.352380952381","23.937211896511723"
"ParNew","off","false","hs6u43","12.0","hs6u43 ParNew pthreads:1 coops:off","1","","84","1396.5833333333333","64.82342469269109"
"ParNew","off","false","hs6u43","12.0","hs6u43 ParNew pthreads:1 coops:off","1","","84","1358.3095238095239","34.678446781850816"
"ParNew","off","false","hs6u43","12.0","hs6u43 ParNew pthreads:1 coops:off","1","","89","1216.6966292134832","65.81868258634185"
"ParNew","off","false","hs6u43","16.0","hs6u43 ParNew pthreads:1 coops:off","1","","87","1195.344827586207","10.363316810501425"
"ParNew","off","false","hs6u43","16.0","hs6u43 ParNew pthreads:1 coops:off","1","","86","1217.360465116279","19.166293566726043"
"ParNew","off","false","hs6u43","16.0","hs6u43 ParNew pthreads:1 coops:off","1","","87","1253.655172413793","8.373229902095986"
"ParNew","off","false","hs6u43","16.0","hs6u43 ParNew pthreads:1 coops:off","1","","64","1367.359375","42.30741926198495"
"ParNew","off","false","hs6u43","16.0","hs6u43 ParNew pthreads:1 coops:off","1","","64","1411.828125","87.6629829744823"
"ParNew","off","false","hs6u43","20.0","hs6u43 ParNew pthreads:1 coops:off","1","","43","1524.3720930232557","79.18098880819001"
"ParNew","off","false","hs6u43","20.0","hs6u43 ParNew pthreads:1 coops:off","1","","65","1310.5230769230768","52.317994460594406"
"ParNew","off","false","hs6u43","20.0","hs6u43 ParNew pthreads:1 coops:off","1","","65","1273.1384615384616","53.20782965029418"
"ParNew","off","false","hs6u43","20.0","hs6u43 ParNew pthreads:1 coops:off","1","","43","1528.5348837209303","52.94944883530589"
"ParNew","off","false","hs6u43","20.0","hs6u43 ParNew pthreads:1 coops:off","1","","43","1531.6511627906978","12.626814805657641"
"ParNew","off","false","hs6u43","24.0","hs6u43 ParNew pthreads:1 coops:off","1","","46","1518.2173913043478","23.69361778263722"
"ParNew","off","false","hs6u43","24.0","hs6u43 ParNew pthreads:1 coops:off","1","","46","1527.7391304347825","36.16594289287813"
"ParNew","off","false","hs6u43","24.0","hs6u43 ParNew pthreads:1 coops:off","1","","46","1669.0","20.23449486913073"
"ParNew","off","false","hs6u43","24.0","hs6u43 ParNew pthreads:1 coops:off","1","","46","1649.6739130434783","58.51460402914895"
"ParNew","off","false","hs6u43","24.0","hs6u43 ParNew pthreads:1 coops:off","1","","46","1576.2391304347825","106.77102374842842"
"ParNew","off","false","hs6u43","28.0","hs6u43 ParNew pthreads:1 coops:off","1","","50","1626.06","32.22012414624945"
"ParNew","off","false","hs6u43","28.0","hs6u43 ParNew pthreads:1 coops:off","1","","50","1704.5","92.31581662965434"
"ParNew","off","false","hs6u43","28.0","hs6u43 ParNew pthreads:1 coops:off","1","","50","1560.4","7.533923280720111"
"ParNew","off","false","hs6u43","28.0","hs6u43 ParNew pthreads:1 coops:off","1","","29","1765.4827586206898","12.813303134514415"
"ParNew","off","false","hs6u43","28.0","hs6u43 ParNew pthreads:1 coops:off","1","","50","1650.74","33.63498773598266"
"ParNew","off","false","hs6u43","32.0","hs6u43 ParNew pthreads:1 coops:off","1","","55","1689.509090909091","30.92446676384443"
"ParNew","off","false","hs6u43","32.0","hs6u43 ParNew pthreads:1 coops:off","1","","55","1758.4545454545455","6.269168951211332"
"ParNew","off","false","hs6u43","32.0","hs6u43 ParNew pthreads:1 coops:off","1","","55","1733.5454545454545","25.19871438410456"
"ParNew","off","false","hs6u43","32.0","hs6u43 ParNew pthreads:1 coops:off","1","","54","1632.962962962963","25.778230093937104"
"ParNew","off","false","hs6u43","32.0","hs6u43 ParNew pthreads:1 coops:off","1","","47","1635.212765957447","39.939814386153344"
"Serial","off","false","hs6u43","1.0","hs6u43 Serial pthreads:1 coops:off","1","","288","421.03819444444446","53.23938926173169"
"Serial","off","false","hs6u43","1.0","hs6u43 Serial pthreads:1 coops:off","1","","288","500.9791666666667","20.088854272262267"
"Serial","off","false","hs6u43","1.0","hs6u43 Serial pthreads:1 coops:off","1","","288","492.96527777777777","24.501676018195532"
"Serial","off","false","hs6u43","1.0","hs6u43 Serial pthreads:1 coops:off","1","","288","452.5208333333333","16.479561731463736"
"Serial","off","false","hs6u43","1.0","hs6u43 Serial pthreads:1 coops:off","1","","288","431.49652777777777","56.296708894820114"
"Serial","off","false","hs6u43","2.0","hs6u43 Serial pthreads:1 coops:off","1","","286","609.8951048951049","32.54877207285377"
"Serial","off","false","hs6u43","2.0","hs6u43 Serial pthreads:1 coops:off","1","","286","654.7167832167833","55.14323559250295"
"Serial","off","false","hs6u43","2.0","hs6u43 Serial pthreads:1 coops:off","1","","286","607.06993006993","30.07604588969147"
"Serial","off","false","hs6u43","2.0","hs6u43 Serial pthreads:1 coops:off","1","","286","665.2937062937064","50.88961482907979"
"Serial","off","false","hs6u43","2.0","hs6u43 Serial pthreads:1 coops:off","1","","286","706.1573426573426","61.942447898672896"
"Serial","off","false","hs6u43","3.0","hs6u43 Serial pthreads:1 coops:off","1","","285","741.5824561403509","73.99429357515741"
"Serial","off","false","hs6u43","3.0","hs6u43 Serial pthreads:1 coops:off","1","","285","882.680701754386","57.13603170334692"
"Serial","off","false","hs6u43","3.0","hs6u43 Serial pthreads:1 coops:off","1","","285","870.2631578947369","89.15476909950173"
"Serial","off","false","hs6u43","3.0","hs6u43 Serial pthreads:1 coops:off","1","","285","859.2140350877193","95.13126561627007"
"Serial","off","false","hs6u43","3.0","hs6u43 Serial pthreads:1 coops:off","1","","285","798.7649122807018","51.54596821311417"
"Serial","off","false","hs6u43","4.0","hs6u43 Serial pthreads:1 coops:off","1","","284","962.0845070422536","54.90503875870597"
"Serial","off","false","hs6u43","4.0","hs6u43 Serial pthreads:1 coops:off","1","","284","837.7007042253521","45.11649864748304"
"Serial","off","false","hs6u43","4.0","hs6u43 Serial pthreads:1 coops:off","1","","284","886.2992957746479","62.60522297034034"
"Serial","off","false","hs6u43","4.0","hs6u43 Serial pthreads:1 coops:off","1","","284","981.6267605633802","59.05674153297042"
"Serial","off","false","hs6u43","4.0","hs6u43 Serial pthreads:1 coops:off","1","","284","888.2640845070423","69.3563261547415"
"Serial","off","false","hs6u43","8.0","hs6u43 Serial pthreads:1 coops:off","1","","211","958.2417061611375","34.35517531642929"
"Serial","off","false","hs6u43","8.0","hs6u43 Serial pthreads:1 coops:off","1","","187","1022.3850267379679","82.26344397303197"
"Serial","off","false","hs6u43","8.0","hs6u43 Serial pthreads:1 coops:off","1","","177","1087.3954802259886","33.09157951713476"
"Serial","off","false","hs6u43","8.0","hs6u43 Serial pthreads:1 coops:off","1","","224","945.8705357142857","54.16365930214465"
"Serial","off","false","hs6u43","8.0","hs6u43 Serial pthreads:1 coops:off","1","","155","1150.2903225806451","47.680924398641274"
"Serial","off","false","hs6u43","12.0","hs6u43 Serial pthreads:1 coops:off","1","","87","1133.3793103448277","21.282036772341723"
"Serial","off","false","hs6u43","12.0","hs6u43 Serial pthreads:1 coops:off","1","","87","1180.2413793103449","29.645788411021886"
"Serial","off","false","hs6u43","12.0","hs6u43 Serial pthreads:1 coops:off","1","","87","1070.9540229885058","89.80539727859968"
"Serial","off","false","hs6u43","12.0","hs6u43 Serial pthreads:1 coops:off","1","","68","1173.4117647058824","42.677737444201284"
"Serial","off","false","hs6u43","12.0","hs6u43 Serial pthreads:1 coops:off","1","","65","1255.2923076923078","90.87484598686189"
"Serial","off","false","hs6u43","16.0","hs6u43 Serial pthreads:1 coops:off","1","","70","1051.2428571428572","54.39129019410597"
"Serial","off","false","hs6u43","16.0","hs6u43 Serial pthreads:1 coops:off","1","","65","1177.3692307692309","72.36883503293035"
"Serial","off","false","hs6u43","16.0","hs6u43 Serial pthreads:1 coops:off","1","","65","1107.4923076923078","54.503669058406764"
"Serial","off","false","hs6u43","16.0","hs6u43 Serial pthreads:1 coops:off","1","","65","1265.9846153846154","106.56604919127304"
"Serial","off","false","hs6u43","16.0","hs6u43 Serial pthreads:1 coops:off","1","","43","1262.6279069767443","6.911477665876691"
"Serial","off","false","hs6u43","20.0","hs6u43 Serial pthreads:1 coops:off","1","","44","1296.9318181818182","56.37028461523947"
"Serial","off","false","hs6u43","20.0","hs6u43 Serial pthreads:1 coops:off","1","","44","1378.2727272727273","54.150196690805465"
"Serial","off","false","hs6u43","20.0","hs6u43 Serial pthreads:1 coops:off","1","","44","1283.6136363636363","50.090470836230196"
