"coops","dry-mode","gc.algo","gc.threads","heap.old","jvm","-","host","pause.avg","pause.count","pause.sdev","pause.sqtotal","pause.total"
"false","false","cms","48","28","hs7u15","","longmrdfappd2","150.47630922693267","401","8.638489658798873","9109815","60341"
"false","false","cms","32","8","hs7u15","","longmrdfappd1","142.86034912718205","401","9.111689834969411","8217333","57287"
"false","true","cms","16","4","hs7u15","","longmrdfappd1","11.88778054862843","401","6.298467953820787","72577","4767"
"true","true","cms","24","8","hs7u15","","longmrdfappd2","17.620947630922693","401","8.292709901231666","152086","7066"
"false","false","cms","4","12","hs7u15","","longmrdfappd3","522.6059850374065","401","38.648352180579145","110118895","209565"
"false","true","cms","16","28","hs7u15","","longmrdfappd2","80.51870324189527","401","5.745237586636185","2613024","32288"
"false","false","cms","48","0.7","hs7u15","","longmrdfappd3","104.63341645885286","401","4.864526852109272","4399698","41958"
"true","false","cms","16","16","hs7u15","","longmrdfappd1","287.8453865336658","401","12.659793008386595","33289110","115426"
"true","true","cms","32","0.7","hs7u15","","longmrdfappd1","4.850374064837905","401","5.699678961053683","22461","1945"
"true","true","cms","8","28","hs7u15","","longmrdfappd2","155.6284289276808","401","6.861587739713489","9731183","62407"
"false","false","cms","32","28","hs7u15","","longmrdfappd3","170.5137157107232","401","9.061465720646648","11691972","68376"
"false","false","cms","32","16","hs7u15","","longmrdfappd1","159.95760598503742","401","11.341258215453353","10311739","64143"
"true","false","cms","16","2","hs7u15","","longmrdfappd2","142.4788029925187","401","8.272188453430777","8167824","57134"
"false","true","cms","48","8","hs7u15","","longmrdfappd1","15.892768079800499","401","4.833999760484858","110655","6373"
"false","true","cms","32","16","hs7u15","","longmrdfappd3","26.920199501246884","401","8.537061111941693","319829","10795"
"false","false","cms","4","0.7","hs7u15","","longmrdfappd1","161.8927680798005","401","20.644019321203906","10680813","64919"
"false","true","cms","4","16","hs7u15","","longmrdfappd2","153.38403990024938","401","18.56409385579287","9572387","61507"
"false","false","cms","48","16","hs7u15","","longmrdfappd3","138.44638403990024","401","7.950140332966747","7711473","55517"
"false","true","cms","32","28","hs7u15","","longmrdfappd1","44.28927680798005","401","8.43375888931961","815100","17760"
"true","false","cms","4","2","hs7u15","","longmrdfappd2","372.83291770573567","401","22.536631609558505","55944426","149506"
"true","true","cms","48","8","hs7u15","","longmrdfappd3","17.763092269326684","401","11.449171393597233","179091","7123"
"false","true","cms","32","8","hs7u15","","longmrdfappd3","15.15211970074813","401","4.1970541557941825","99128","6076"
"false","false","cms","48","12","hs7u15","","longmrdfappd1","133.1072319201995","401","7.246013441306867","7125786","53376"
"true","true","cms","48","28","hs7u15","","longmrdfappd2","40.7930174563591","401","11.11443765160505","716828","16358"
"false","true","cms","4","3","hs7u15","","longmrdfappd2","30.453865336658353","401","0.7156890001656522","372108","12212"
"true","false","cms","16","8","hs7u15","","longmrdfappd3","238.75311720698255","401","10.036660804692593","22898618","95740"
"true","true","cms","24","3","hs7u15","","longmrdfappd3","8.59351620947631","401","9.11286163821598","62914","3446"
"false","false","cms","8","16","hs7u15","","longmrdfappd1","358.07481296758107","401","21.14513176912301","51594540","143588"
"false","false","cms","32","1.5","hs7u15","","longmrdfappd3","117.92518703241895","401","6.284159639244145","5592282","47288"
"false","true","cms","8","3","hs7u15","","longmrdfappd3","16.643391521197007","401","0.5092779778090041","111182","6674"
"false","false","cms","16","4","hs7u15","","longmrdfappd1","163.13216957605985","401","8.27157422627155","10698890","65416"
"false","false","cms","24","16","hs7u15","","longmrdfappd3","178.59351620947632","401","11.988642083565567","12847788","71616"
"true","false","cms","4","1","hs7u15","","longmrdfappd1","244.86533665835412","401","13.741352136980108","24119291","98191"
"true","true","cms","16","28","hs7u15","","longmrdfappd1","83.03241895261846","401","7.225367226318081","2785582","33296"
"true","false","cms","8","20","hs7u15","","longmrdfappd3","458.5810473815461","401","42.11726936724278","85040247","183891"
"false","false","cms","8","3","hs7u15","","longmrdfappd1","215.42394014962593","401","9.168406418009267","18643105","86385"
"true","true","cms","16","1.5","hs7u15","","longmrdfappd1","5.72568578553616","401","4.789281839657513","22344","2296"
"false","true","cms","8","16","hs7u15","","longmrdfappd3","80.22693266832918","401","4.490041384982706","2589065","32171"
"true","false","cms","32","16","hs7u15","","longmrdfappd1","190.96009975062344","401","8.560094389090985","14652153","76575"
"true","false","cms","48","8","hs7u15","","longmrdfappd3","149.0149625935162","401","11.520978396086544","8957615","59755"
"true","true","cms","24","12","hs7u15","","longmrdfappd3","25.321695760598505","401","7.772562081702669","281342","10154"
"true","false","cms","4","16","hs7u15","","longmrdfappd1","665.2418952618453","401","21.53009470379035","177647140","266762"
"true","false","cms","8","8","hs7u15","","longmrdfappd3","372.1296758104738","401","23.500371772824998","55752138","149224"
"true","false","cms","48","1","hs7u15","","longmrdfappd3","115.76309226932668","401","8.066199568277394","5399929","46421"
"true","true","cms","16","12","hs7u15","","longmrdfappd3","34.62593516209476","401","9.555963300436408","517399","13885"
"true","false","cms","4","8","hs7u15","","longmrdfappd1","589.5162094763092","401","40.72749120981359","140024424","236396"
"false","false","cms","16","2","hs7u15","","longmrdfappd3","138.97007481296757","401","7.096000225225764","7764577","55727"
"true","true","cms","4","12","hs7u15","","longmrdfappd3","156.50623441396507","401","1.3476074799870978","9822903","62759"
"false","false","cms","8","12","hs7u15","","longmrdfappd1","316.19700748129674","401","12.016970171063356","40150107","126795"
"true","true","cms","8","8","hs7u15","","longmrdfappd3","41.18952618453865","401","15.530486149019152","777047","16517"
"false","false","cms","4","2","hs7u15","","longmrdfappd1","302.0423940149626","401","15.392315932954942","36678079","121119"
"false","false","cms","32","1.5","hs7u15","","longmrdfappd3","114.65336658354114","401","4.698070372474178","5280154","45976"
"false","true","cms","32","20","hs7u15","","longmrdfappd1","31.633416458852867","401","4.5547684638442885","409589","12685"
"true","false","cms","4","12","hs7u15","","longmrdfappd3","630.3192019950125","401","41.908853186684205","160022518","252758"
"true","false","cms","48","28","hs7u15","","longmrdfappd1","179.42394014962593","401","10.81353291949065","12956263","71949"
"false","true","cms","24","4","hs7u15","","longmrdfappd1","10.024937655860349","401","2.6536337592597037","43124","4020"
"true","true","cms","4","0.7","hs7u15","","longmrdfappd1","6.413965087281795","401","5.183727126448148","27272","2572"
"false","false","cms","4","12","hs7u15","","longmrdfappd3","537.3615960099751","401","35.22285901164113","116289252","215482"
"false","false","cms","32","0.7","hs7u15","","longmrdfappd3","101.61097256857856","401","3.512468606616015","4145188","40746"
"true","false","cms","32","3","hs7u15","","longmrdfappd1","131.45386533665837","401","8.088876095021977","6955565","52713"
"false","true","cms","8","4","hs7u15","","longmrdfappd3","22.640897755610972","401","0.5338639015297761","205671","9079"
"true","true","cms","24","1","hs7u15","","longmrdfappd3","4.85286783042394","401","6.262009748456411","25168","1946"
"false","false","cms","16","16","hs7u15","","longmrdfappd1","221.05985037406484","401","5.438058273234877","19607709","88645"
"true","false","cms","24","0.7","hs7u15","","longmrdfappd1","108.0997506234414","401","5.460812554306749","4697866","43348"
"false","false","cms","16","28","hs7u15","","longmrdfappd3","254.64089775561098","401","4.619780002752093","26010195","102111"
"true","true","cms","48","2","hs7u15","","longmrdfappd3","9.962593516209477","401","5.978022697216591","54131","3995"
"true","false","cms","32","12","hs7u15","","longmrdfappd1","184.8079800498753","401","12.819115097381015","13761646","74108"
"true","false","cms","8","4","hs7u15","","longmrdfappd3","289.56109725685786","401","20.71013299742648","33794090","116114"
"true","false","cms","4","1.5","hs7u15","","longmrdfappd3","298.3167082294264","401","20.215594709617545","35850013","119625"
"true","false","cms","24","16","hs7u15","","longmrdfappd1","235.59102244389027","401","11.051559924286664","22305732","94472"
"false","false","cms","32","1.5","hs7u15","","longmrdfappd3","115.24937655860349","401","5.7571515418356825","5339541","46215"
"false","true","cms","16","0.7","hs7u15","","longmrdfappd3","3.9251870324189526","401","4.705214280335354","15056","1574"
"true","true","cms","32","1.5","hs7u15","","longmrdfappd3","5.628428927680798","401","1.5028119198339833","13609","2257"
"true","false","cms","4","12","hs7u15","","longmrdfappd1","623.7556109725685","401","46.56949998514175","156887152","250126"
"true","false","cms","8","1","hs7u15","","longmrdfappd1","156.6284289276808","401","8.79804386417639","9868558","62808"
"true","false","cms","8","16","hs7u15","","longmrdfappd3","441.00498753117205","401","38.04453323133783","78569047","176843"
"false","true","cms","32","12","hs7u15","","longmrdfappd1","21.301745635910226","401","5.032187860015845","192114","8542"
"true","true","cms","8","8","hs7u15","","longmrdfappd3","40.1645885286783","401","4.007205840252389","653330","16106"
"false","false","cms","48","12","hs7u15","","longmrdfappd1","133.4563591022444","401","6.0742468277484445","7156846","53516"
"true","true","cms","48","16","hs7u15","","longmrdfappd3","25.887780548628427","401","6.719523444665713","286847","10381"
"false","true","cms","4","1","hs7u15","","longmrdfappd1","9.413965087281795","401","5.257290815807427","46621","3775"
"true","false","cms","32","1.5","hs7u15","","longmrdfappd1","119.94014962593516","401","6.483542101513603","5785498","48096"
"false","false","cms","4","0.7","hs7u15","","longmrdfappd1","152.08977556109727","401","5.907594351505823","9289646","60988"
"true","false","cms","24","20","hs7u15","","longmrdfappd3","251.4713216957606","401","14.910867365273843","25447524","100840"
"true","true","cms","24","3","hs7u15","","longmrdfappd3","8.236907730673316","401","2.8171605262017136","30389","3303"
"true","true","cms","32","1.5","hs7u15","","longmrdfappd3","5.927680798004988","401","1.441202344350701","14923","2377"
"false","false","cms","8","3","hs7u15","","longmrdfappd1","206.785536159601","401","12.691383385734442","17211453","82921"
"true","true","cms","48","16","hs7u15","","longmrdfappd1","25.144638403990026","401","6.759423268601476","271855","10083"
"false","false","cms","48","8","hs7u15","","longmrdfappd3","134.1571072319202","401","10.723584635855948","7263363","53797"
"true","true","cms","8","8","hs7u15","","longmrdfappd3","50.900249376558605","401","0.776863017067576","1039167","20411"
"true","true","cms","32","1","hs7u15","","longmrdfappd3","5.14713216957606","401","4.916844476488208","20318","2064"
"true","false","cms","8","4","hs7u15","","longmrdfappd3","303.91521197007484","401","9.914738419274428","37077566","121870"
"true","false","cms","4","20","hs7u15","","longmrdfappd1","696.1945137157107","401","48.50890932720653","195303006","279174"
"true","false","cms","4","3","hs7u15","","longmrdfappd3","414.44638403990024","401","24.996014508095634","69128633","166193"
"true","false","cms","8","1.5","hs7u15","","longmrdfappd1","179.5361596009975","401","10.706900574614359","12971496","71994"
"false","true","cms","8","1","hs7u15","","longmrdfappd3","5.6633416458852865","401","3.468256880770045","17685","2271"
"true","false","cms","8","3","hs7u15","","longmrdfappd3","249.10473815461347","401","19.606452256045593","25037471","99891"
"false","false","cms","8","8","hs7u15","","longmrdfappd1","300.83291770573567","401","11.967933619797382","36348114","120634"
"true","true","cms","4","1.5","hs7u15","","longmrdfappd1","15.194513715710723","401","0.7685007105274569","92817","6093"
"true","false","cms","48","1","hs7u15","","longmrdfappd1","113.43391521197007","401","7.360082868637346","5181491","45487"
"false","true","cms","16","0.7","hs7u15","","longmrdfappd1","3.7830423940149625","401","5.488624529209632","17819","1517"
"false","true","cms","4","0.7","hs7u15","","longmrdfappd1","6.7182044887780545","401","0.6057848873613632","18246","2694"
"true","false","cms","16","3","hs7u15","","longmrdfappd1","162.87032418952617","401","7.9808462819553485","10662765","65311"
"false","false","cms","8","28","hs7u15","","longmrdfappd3","423.66832917705733","401","7.2412795228854705","71998463","169891"
"false","true","cms","8","1.5","hs7u15","","longmrdfappd3","8.239401496259351","401","3.682883999600243","32662","3304"
"true","true","cms","24","1.5","hs7u15","","longmrdfappd1","6.059850374064838","401","10.262218384060569","56956","2430"
"false","true","cms","32","1.5","hs7u15","","longmrdfappd3","5.513715710723192","401","3.074379106705643","15981","2211"
"true","true","cms","48","12","hs7u15","","longmrdfappd1","21.758104738154614","401","6.972252837135219","209333","8725"
"true","true","cms","48","3","hs7u15","","longmrdfappd1","11.129675810473815","401","7.759678512547615","73817","4463"
"true","false","cms","24","28","hs7u15","","longmrdfappd3","277.78304239401496","401","8.732677857581312","30973111","111391"
"false","true","cms","48","1","hs7u15","","longmrdfappd3","8.216957605985037","401","5.994204326424896","41483","3295"
"false","true","cms","16","0.7","hs7u15","","longmrdfappd3","3.8753117206982544","401","5.385805113748462","17654","1554"
"false","true","cms","16","2","hs7u15","","longmrdfappd3","6.618453865336658","401","1.7856615400607536","18844","2654"
"false","false","cms","8","28","hs7u15","","longmrdfappd1","406.74563591022445","401","20.615229030673493","66512667","163105"
"false","true","cms","24","0.7","hs7u15","","longmrdfappd1","4.032418952618454","401","1.2950881247670436","7193","1617"
"true","false","cms","16","16","hs7u15","","longmrdfappd3","286.47630922693264","401","12.495388170454179","32972149","114877"
"false","true","cms","4","28","hs7u15","","longmrdfappd1","264.96758104738154","401","5.386919262083696","28164972","106252"
"false","true","cms","48","16","hs7u15","","longmrdfappd3","24.703241895261847","401","8.310328547201623","272404","9906"
"false","true","cms","32","2","hs7u15","","longmrdfappd3","6.309226932668329","401","1.622516026187333","17018","2530"
"false","false","cms","16","2","hs7u15","","longmrdfappd1","146.50623441396507","401","43.008038291008056","9348821","58749"
"true","true","cms","32","12","hs7u15","","longmrdfappd1","21.06234413965087","401","9.490701762326024","214012","8446"
"true","false","cms","16","8","hs7u15","","longmrdfappd3","223.66583541147133","401","12.69567267226653","20125222","89690"
"true","true","cms","48","8","hs7u15","","longmrdfappd1","17.034912718204488","401","5.290916137204928","127591","6831"
"false","true","cms","32","12","hs7u15","","longmrdfappd1","20.336658354114714","401","5.986175078904557","180215","8155"
"true","false","cms","8","2","hs7u15","","longmrdfappd3","208.71571072319202","401","12.397368297519764","17530093","83695"
"false","false","cms","4","1","hs7u15","","longmrdfappd1","203.79052369077306","401","13.397659004768128","16725740","81720"
"false","false","cms","32","8","hs7u15","","longmrdfappd3","135.59600997506234","401","6.060903205853337","7387628","54374"
"false","false","cms","24","1.5","hs7u15","","longmrdfappd3","120.78054862842893","401","4.624743244015887","5858341","48433"
"false","true","cms","8","20","hs7u15","","longmrdfappd1","104.75561097256858","401","9.374455911102636","4435709","42007"
"true","true","cms","4","0.7","hs7u15","","longmrdfappd3","6.453865336658354","401","2.0366936366073722","18366","2588"
"false","false","cms","48","1.5","hs7u15","","longmrdfappd1","115.6857855361596","401","5.555974290625786","5379042","46390"
"true","false","cms","16","2","hs7u15","","longmrdfappd1","153.03241895261846","401","7.149033130241753","9411482","61366"
"true","false","cms","16","12","hs7u15","","longmrdfappd3","275.79551122194516","401","11.856501937965385","30557700","110594"
"false","true","cms","8","4","hs7u15","","longmrdfappd1","22.58852867830424","401","0.5119695282006235","204712","9058"
"false","false","cms","16","16","hs7u15","","longmrdfappd1","209.3865336658354","401","3.4297682034902426","17585648","83964"
"false","false","cms","4","20","hs7u15","","longmrdfappd3","580.2044887780548","401","35.20298218778172","135488476","232662"
"false","true","cms","4","12","hs7u15","","longmrdfappd1","147.25187032418953","401","4.326903916126899","8702436","59048"
"true","true","cms","4","12","hs7u15","","longmrdfappd3","112.77057356608479","401","9.536240465438315","5136065","45221"
"true","true","cms","8","2","hs7u15","","longmrdfappd1","10.987531172069826","401","0.4436800757604621","48490","4406"
"false","false","cms","16","1","hs7u15","","longmrdfappd3","121.75810473815461","401","42.486129059879886","6668673","48825"
"true","true","cms","32","8","hs7u15","","longmrdfappd3","15.615960099750623","401","8.588523609673503","127366","6262"
"false","true","cms","8","1.5","hs7u15","","longmrdfappd3","8.576059850374065","401","0.5090947776959428","29597","3439"
"true","true","cms","8","1","hs7u15","","longmrdfappd3","5.70573566084788","401","0.4770984830658858","13146","2288"
"true","true","cms","48","16","hs7u15","","longmrdfappd3","24.371571072319203","401","4.923766959643696","247905","9773"
"true","false","cms","4","20","hs7u15","","longmrdfappd1","682.7431421446385","401","35.98595402215975","187440708","273780"
"false","true","cms","24","12","hs7u15","","longmrdfappd1","25.461346633416458","401","1.8195741416338942","261288","10210"
"false","false","cms","8","1","hs7u15","","longmrdfappd3","124.44139650872818","401","7.413486533906804","6231789","49901"
"true","true","cms","32","1.5","hs7u15","","longmrdfappd3","5.977556109725686","401","7.95322955544255","39693","2397"
"true","false","cms","48","3","hs7u15","","longmrdfappd3","128.4862842892768","401","7.270370738983944","6641195","51523"
"false","true","cms","8","1.5","hs7u15","","longmrdfappd3","8.356608478802993","401","0.5043575393598646","28105","3351"
"true","false","cms","48","16","hs7u15","","longmrdfappd1","179.58104738154614","401","18.30141212273058","13066302","72012"
"false","true","cms","48","3","hs7u15","","longmrdfappd3","9.71571072319202","401","7.557855160001469","60758","3896"
"true","false","cms","32","1","hs7u15","","longmrdfappd3","112.88528678304239","401","6.460453878734254","5126715","45267"
"true","false","cms","8","12","hs7u15","","longmrdfappd1","439.26683291770576","401","28.39815107947471","77698484","176146"
"true","false","cms","48","3","hs7u15","","longmrdfappd3","128.33167082294264","401","8.050168099815147","6630063","51461"
"false","false","cms","32","12","hs7u15","","longmrdfappd1","152.6209476309227","401","10.82695261108318","9387561","61201"
"true","true","cms","48","4","hs7u15","","longmrdfappd1","12.655860349127183","401","11.692923529587326","119055","5075"
"true","false","cms","8","20","hs7u15","","longmrdfappd3","444.1496259351621","401","42.24276775426638","79820390","178104"
"true","true","cms","48","12","hs7u15","","longmrdfappd3","20.052369077306732","401","4.253178435761354","168495","8041"
"true","false","cms","8","16","hs7u15","","longmrdfappd1","450.56857855361596","401","33.928352119291","81869434","180678"
"false","true","cms","4","16","hs7u15","","longmrdfappd3","150.5361596009975","401","9.166202378811937","9120807","60365"
"false","false","cms","24","4","hs7u15","","longmrdfappd1","140.09725685785537","401","7.002886291759903","7890189","56179"
"true","true","cms","32","0.7","hs7u15","","longmrdfappd1","4.6633416458852865","401","2.7231120903929344","11694","1870"
"false","false","cms","24","2","hs7u15","","longmrdfappd1","124.17955112219451","401","8.074014276162462","6209786","49796"
"false","true","cms","24","1.5","hs7u15","","longmrdfappd1","5.708229426433915","401","5.596325576424103","25625","2289"
"false","false","cms","4","16","hs7u15","","longmrdfappd3","556.3765586034913","401","23.10132401398632","124345507","223107"
"false","true","cms","4","16","hs7u15","","longmrdfappd1","159.97256857855362","401","11.602594328340528","10316063","64149"
"false","false","cms","4","1.5","hs7u15","","longmrdfappd3","253.60847880299252","401","18.405215240795854","25927061","101697"
"false","true","cms","4","8","hs7u15","","longmrdfappd3","77.93266832917706","401","17.874540751988082","2563593","31251"
"false","false","cms","16","12","hs7u15","","longmrdfappd1","207.96009975062344","401","9.76550006457669","17380450","83392"
"true","false","cms","24","8","hs7u15","","longmrdfappd1","178.35162094763092","401","12.960078877256107","12822883","71519"
"false","false","cms","24","16","hs7u15","","longmrdfappd3","184.8204488778055","401","8.798814293164039","13728643","74113"
"true","true","cms","24","2","hs7u15","","longmrdfappd1","6.351620947630923","401","1.4809020692178014","17057","2547"
"true","true","cms","48","2","hs7u15","","longmrdfappd3","10.28927680798005","401","6.473510938124745","59258","4126"
"true","true","cms","16","4","hs7u15","","longmrdfappd1","12.743142144638403","401","3.9958031726747376","71520","5110"
"true","false","cms","32","2","hs7u15","","longmrdfappd1","119.08728179551122","401","8.565712711575795","5716316","47754"
"false","false","cms","32","12","hs7u15","","longmrdfappd3","146.1571072319202","401","6.523523947930535","8583187","58609"
"true","false","cms","48","20","hs7u15","","longmrdfappd1","169.76558603491273","401","8.452591139748945","11585612","68076"
"false","false","cms","16","28","hs7u15","","longmrdfappd3","253.99750623441398","401","3.6283029517679313","25875687","101853"
"true","true","cms","32","20","hs7u15","","longmrdfappd1","32.256857855361595","401","7.228466799506347","438195","12935"
"true","false","cms","8","16","hs7u15","","longmrdfappd3","452.8977556109726","401","31.292793461810092","82644342","181612"
"false","false","cms","32","28","hs7u15","","longmrdfappd1","170.00997506234415","401","9.634720061978435","11627484","68174"
"true","true","cms","24","4","hs7u15","","longmrdfappd3","10.16209476309227","401","2.1493279355559247","43263","4075"
"true","false","cms","48","28","hs7u15","","longmrdfappd3","178.16957605985039","401","11.445029502758974","12782030","71446"
"false","false","cms","8","28","hs7u15","","longmrdfappd1","408.5436408977556","401","15.111182815897614","67021638","163826"
"true","true","cms","48","1","hs7u15","","longmrdfappd3","7.9002493765586035","401","6.974840781540197","44536","3168"
"false","true","cms","4","1.5","hs7u15","","longmrdfappd1","13.740648379052368","401","7.3875657870443945","97596","5510"
"false","true","cms","4","20","hs7u15","","longmrdfappd1","196.75561097256858","401","15.09620436476404","15615207","78899"
"false","true","cms","8","2","hs7u15","","longmrdfappd1","10.408977556109726","401","3.8986306441808076","49542","4174"
"true","true","cms","16","1","hs7u15","","longmrdfappd1","4.443890274314215","401","2.5291258635832183","10484","1782"
"false","false","cms","32","1","hs7u15","","longmrdfappd1","110.94513715710723","401","5.510541477495998","4948015","44489"
"false","false","cms","4","28","hs7u15","","longmrdfappd3","671.3690773067332","401","28.95543814038577","181081517","269219"
"false","false","cms","24","0.7","hs7u15","","longmrdfappd3","97.20947630922693","401","4.0992682243450975","3796061","38981"
"true","false","cms","16","16","hs7u15","","longmrdfappd1","266.27431421446386","401","5.765108187188667","28445034","106776"
"true","true","cms","8","16","hs7u15","","longmrdfappd3","115.0498753117207","401","0.5845101403350426","5307963","46135"
"true","true","cms","24","2","hs7u15","","longmrdfappd1","6.249376558603491","401","3.1166283752279376","19556","2506"
"true","true","cms","48","4","hs7u15","","longmrdfappd1","11.820448877805486","401","6.936669757865139","75324","4740"
"false","false","cms","4","1.5","hs7u15","","longmrdfappd1","262.21695760598504","401","14.176666288414388","27652443","105149"
"true","false","cms","16","20","hs7u15","","longmrdfappd3","305.35660847880297","401","13.730211785680183","37465902","122448"
"false","true","cms","16","20","hs7u15","","longmrdfappd1","54.394014962593516","401","1.7710230892957612","1187700","21812"
"false","true","cms","48","3","hs7u15","","longmrdfappd1","10.84788029925187","401","5.321513457836135","58544","4350"
"true","false","cms","24","20","hs7u15","","longmrdfappd3","256.6857855361596","401","11.637115891758024","26475229","102931"
"true","false","cms","32","8","hs7u15","","longmrdfappd1","169.92518703241896","401","10.806130569390781","11625528","68140"
"false","true","cms","4","12","hs7u15","","longmrdfappd3","119.52369077306733","401","11.6218498467108","5782813","47929"
"true","true","cms","16","20","hs7u15","","longmrdfappd1","56.03990024937656","401","8.385262216170721","1287524","22472"
"false","true","cms","48","4","hs7u15","","longmrdfappd1","11.927680798004987","401","7.00140754340748","76707","4783"
"true","true","cms","4","1.5","hs7u15","","longmrdfappd1","14.54364089775561","401","14.856209083742511","173322","5832"
"true","false","cms","16","12","hs7u15","","longmrdfappd3","268.54114713216956","401","11.710937730365961","28972849","107685"
"false","false","cms","16","3","hs7u15","","longmrdfappd1","145.930174563591","401","8.14825913322593","8566166","58518"
"true","true","cms","16","2","hs7u15","","longmrdfappd3","7.169576059850374","401","0.45349523152169385","20695","2875"
"true","true","cms","8","12","hs7u15","","longmrdfappd1","61.66832917705736","401","12.394883485125892","1586603","24729"
"false","false","cms","24","3","hs7u15","","longmrdfappd3","127.08977556109726","401","6.487810953786545","6493755","50963"
"false","true","cms","48","1.5","hs7u15","","longmrdfappd1","9.438902743142144","401","8.045189253070632","61681","3785"
"true","true","cms","16","0.7","hs7u15","","longmrdfappd1","3.7905236907730675","401","2.749021131622505","8792","1520"
"true","false","cms","48","16","hs7u15","","longmrdfappd3","161.1870324189526","401","9.210068838040566","10452500","64636"
"true","false","cms","4","4","hs7u15","","longmrdfappd1","454.94014962593513","401","34.35673799073726","83468521","182431"
"false","false","cms","8","0.7","hs7u15","","longmrdfappd1","98.3067331670823","401","5.018984363496131","3885451","39421"
"false","true","cms","24","16","hs7u15","","longmrdfappd3","44.26932668329177","401","1.1462969962022398","786396","17752"
"false","true","cms","32","20","hs7u15","","longmrdfappd3","31.561097256857856","401","4.794727236229688","408656","12656"
"false","false","cms","8","12","hs7u15","","longmrdfappd1","325.48129675810475","401","12.778772700649554","42546650","130518"
"false","true","cms","16","12","hs7u15","","longmrdfappd3","33.30174563591022","401","4.558428869768108","453044","13354"
"false","false","cms","48","3","hs7u15","","longmrdfappd3","123.12718204488777","401","7.454017597471868","6101562","49374"
"true","false","cms","32","16","hs7u15","","longmrdfappd1","191.99750623441398","401","7.475479034723408","14804489","76991"
"false","false","cms","48","12","hs7u15","","longmrdfappd3","133.40648379052368","401","6.198451890654951","7152120","53496"
"true","false","cms","32","1","hs7u15","","longmrdfappd1","116.59102244389027","401","6.743044385367812","5469213","46753"
"false","false","cms","4","0.7","hs7u15","","longmrdfappd3","155.2643391521197","401","6.379514449639261","9683233","62261"
"true","true","cms","8","3","hs7u15","","longmrdfappd3","16.700748129675812","401","0.5143569104467941","111951","6697"
"true","false","cms","32","2","hs7u15","","longmrdfappd1","128.49376558603493","401","9.594033164109046","6657680","51526"
"false","false","cms","8","8","hs7u15","","longmrdfappd1","305.1022443890274","401","11.94718301505186","37385276","122346"
"false","false","cms","48","1.5","hs7u15","","longmrdfappd1","118.12468827930175","401","6.975154622663216","5614840","47368"
"false","false","cms","24","28","hs7u15","","longmrdfappd3","214.22443890274315","401","7.896746465161919","18427742","85904"
"false","true","cms","16","8","hs7u15","","longmrdfappd1","22.925187032418954","401","3.174774173040804","214793","9193"
"true","false","cms","4","1.5","hs7u15","","longmrdfappd3","313.57605985037407","401","15.950510289334735","39532330","125744"
"true","false","cms","24","2","hs7u15","","longmrdfappd1","135.47381546134665","401","5.927234379319566","7373703","54325"
"true","false","cms","24","0.7","hs7u15","","longmrdfappd3","104.0922693266833","401","6.747972085679488","4363175","41741"
"false","true","cms","16","1.5","hs7u15","","longmrdfappd3","5.822942643391521","401","5.920173239967217","27651","2335"
"true","true","cms","4","12","hs7u15","","longmrdfappd1","114.50872817955113","401","18.73374403887652","5398744","45918"
"false","true","cms","48","1","hs7u15","","longmrdfappd1","9.192019950124688","401","8.742394552028788","64530","3686"
"true","false","cms","24","2","hs7u15","","longmrdfappd3","131.35910224438902","401","4.892940937154802","6928941","52675"
"true","true","cms","24","16","hs7u15","","longmrdfappd1","31.952618453865338","401","6.572841376995247","426733","12813"
"true","true","cms","24","28","hs7u15","","longmrdfappd3","54.83790523690773","401","2.0592615680102226","1207586","21990"
"false","false","cms","8","3","hs7u15","","longmrdfappd1","205.70822942643392","401","12.860159324929436","17034985","82489"
"true","true","cms","16","0.7","hs7u15","","longmrdfappd1","3.7381546134663344","401","3.2245575135419067","9773","1499"
"false","true","cms","24","3","hs7u15","","longmrdfappd3","8.605985037406484","401","0.7092998829590015","29901","3451"
"true","true","cms","8","20","hs7u15","","longmrdfappd1","105","401","10.124659410545686","4462131","42105"
"true","false","cms","24","0.7","hs7u15","","longmrdfappd1","103.47381546134663","401","7.4906383904922516","4315939","41493"
"false","false","cms","4","20","hs7u15","","longmrdfappd3","581.3765586034913","401","34.12293089836254","136004394","233132"
"false","true","cms","4","4","hs7u15","","longmrdfappd3","38.54613466334165","401","16.054411572663113","699163","15457"
"true","false","cms","32","3","hs7u15","","longmrdfappd1","131.28428927680798","401","7.9313750875343025","6936687","52645"
"true","true","cms","32","8","hs7u15","","longmrdfappd1","15.70074812967581","401","5.798376627136895","112334","6296"
"true","false","cms","4","0.7","hs7u15","","longmrdfappd3","193.26683291770573","401","7.07713977719509","14998264","77500"
"false","false","cms","4","2","hs7u15","","longmrdfappd1","307.0798004987531","401","20.33665820121668","37979345","123139"
"true","false","cms","16","3","hs7u15","","longmrdfappd3","162.99002493765585","401","7.979081144443021","10678395","65359"
"true","true","cms","16","8","hs7u15","","longmrdfappd1","23.703241895261847","401","9.135402318728373","258765","9505"
"false","false","cms","16","0.7","hs7u15","","longmrdfappd1","99.83541147132169","401","13.958179178453895","4074938","40034"
"true","true","cms","16","2","hs7u15","","longmrdfappd1","6.840399002493766","401","0.4625246132416758","18849","2743"
"true","false","cms","32","1.5","hs7u15","","longmrdfappd1","120.81296758104739","401","6.423727169220605","5869452","48446"
