"coops","dry-mode","gc.algo","gc.threads","heap.old","jvm","-","host","pause.avg","pause.count","pause.sdev","pause.sqtotal","pause.total"
"false","true","cms","8","28","hs7u15","","longmrdfappd3","142.35162094763092","401","2.732195342118067","8128851","57083"
"false","true","cms","8","2","hs7u15","","longmrdfappd3","10.733167082294264","401","6.983137666217841","65750","4304"
"false","true","cms","4","4","hs7u15","","longmrdfappd2","39.266832917705734","401","13.317197633604552","689412","15746"
"false","true","cms","24","4","hs7u15","","longmrdfappd2","10.341645885286782","401","7.464662304885222","65231","4147"
"true","false","cms","48","1","hs7u15","","longmrdfappd1","120.71072319201996","401","21.638058964157175","6030753","48405"
"true","true","cms","8","1.5","hs7u15","","longmrdfappd2","8.331670822942643","401","4.729829935982191","36807","3341"
"true","true","cms","8","4","hs7u15","","longmrdfappd1","20.209476309226932","401","3.367145053385139","168324","8104"
"true","false","cms","32","1","hs7u15","","longmrdfappd3","115.60598503740648","401","7.397469681961328","5381206","46358"
"false","true","cms","4","1.5","hs7u15","","longmrdfappd1","14.311720698254364","401","15.477764189991817","178199","5739"
"true","false","cms","8","2","hs7u15","","longmrdfappd2","206.05236907730674","401","13.47371138096322","17098287","82627"
"false","true","cms","32","20","hs7u15","","longmrdfappd1","32.30673316708229","401","4.987083521057907","428507","12955"
"true","true","cms","32","2","hs7u15","","longmrdfappd1","6.842892768079801","401","10.15062400504241","60094","2744"
"false","false","cms","32","12","hs7u15","","longmrdfappd2","154.35910224438902","401","10.700675774778428","9600436","61898"
"true","false","cms","24","28","hs7u15","","longmrdfappd3","274.3092269326683","401","10.314464078556036","30216128","109998"
"false","false","cms","32","20","hs7u15","","longmrdfappd1","158.14214463840398","401","6.373045200390171","10044871","63415"
"false","true","cms","8","20","hs7u15","","longmrdfappd3","101.7431421446384","401","10.758809374385253","4197435","40799"
"true","true","cms","4","2","hs7u15","","longmrdfappd3","20.00498753117207","401","12.844163799293687","226634","8022"
"true","false","cms","4","16","hs7u15","","longmrdfappd2","645.5037406483791","401","43.16269298604979","167833777","258847"
"true","true","cms","4","20","hs7u15","","longmrdfappd1","193.24688279301745","401","18.986184674323447","15119638","77492"
"false","false","cms","32","1.5","hs7u15","","longmrdfappd1","113.70324189526184","401","4.276504791387973","5191633","45595"
"false","false","cms","24","4","hs7u15","","longmrdfappd2","139.93266832917706","401","7.051499556635199","7871981","56113"
"false","false","cms","8","16","hs7u15","","longmrdfappd3","355.3067331670823","401","25.053024656516058","50875082","142478"
"false","true","cms","16","12","hs7u15","","longmrdfappd2","34.12219451371571","401","4.763486555209901","475993","13683"
"true","true","cms","32","3","hs7u15","","longmrdfappd3","8.179551122194514","401","1.9321872138670737","28326","3280"
"true","true","cms","48","16","hs7u15","","longmrdfappd1","24.997506234413965","401","4.819690883765091","259890","10024"
"true","false","cms","16","0.7","hs7u15","","longmrdfappd2","103.24189526184539","401","7.1457111213949025","4294690","41400"
"false","true","cms","16","0.7","hs7u15","","longmrdfappd2","3.655860349127182","401","1.0832074936332465","5830","1466"
"false","false","cms","4","1","hs7u15","","longmrdfappd3","213.41895261845386","401","14.38234717022713","18347555","85581"
"true","false","cms","48","0.7","hs7u15","","longmrdfappd3","109.65336658354114","401","9.692377902983713","4859239","43971"
"true","false","cms","8","8","hs7u15","","longmrdfappd1","391.77556109725685","401","18.809704643479563","61690600","157102"
"false","false","cms","4","1.5","hs7u15","","longmrdfappd2","269.63591022443893","401","13.528472136056676","29227504","108124"
"false","true","cms","24","12","hs7u15","","longmrdfappd2","24.703241895261847","401","1.5127766625524663","245628","9906"
"false","false","cms","16","12","hs7u15","","longmrdfappd3","207.83291770573567","401","9.359780978516195","17356133","83341"
"false","true","cms","48","2","hs7u15","","longmrdfappd3","9.920199501246882","401","9.232578982787865","73644","3978"
"false","false","cms","48","20","hs7u15","","longmrdfappd1","142.41895261845386","401","6.9758428838672915","8153060","57110"
"true","true","cms","32","12","hs7u15","","longmrdfappd3","21.84788029925187","401","8.132585957721975","217931","8761"
"true","true","cms","32","28","hs7u15","","longmrdfappd2","44.281795511221944","401","8.103931669062733","812647","17757"
"true","true","cms","4","16","hs7u15","","longmrdfappd3","152.5586034912718","401","18.8096431480371","9474800","61176"
"false","false","cms","16","20","hs7u15","","longmrdfappd1","236.97256857855362","401","10.739107252210149","22564802","95026"
"false","true","cms","16","2","hs7u15","","longmrdfappd1","7.032418952618454","401","7.158096849566263","40378","2820"
"true","true","cms","8","4","hs7u15","","longmrdfappd3","21.581047381546135","401","14.299749397042028","268760","8654"
"true","false","cms","48","12","hs7u15","","longmrdfappd2","156.86783042394015","401","9.589842274201477","9904492","62904"
"false","true","cms","16","8","hs7u15","","longmrdfappd1","25.18204488778055","401","0.7162362195355408","254494","10098"
"false","false","cms","48","3","hs7u15","","longmrdfappd3","122.5935162094763","401","7.773723747542435","6050930","49160"
"true","false","cms","24","20","hs7u15","","longmrdfappd2","247.73067331670822","401","17.625850483943","24734144","99340"
"false","false","cms","24","16","hs7u15","","longmrdfappd1","184.13965087281795","401","10.623713599828335","13642130","73840"
"false","false","cms","8","8","hs7u15","","longmrdfappd3","303.68079800498754","401","12.117580861983743","37039914","121776"
"true","true","cms","24","0.7","hs7u15","","longmrdfappd1","4.43640897755611","401","7.513351113845233","30529","1779"
"true","true","cms","32","4","hs7u15","","longmrdfappd2","9.496259351620948","401","3.0703490622660774","39942","3808"
"true","true","cms","32","4","hs7u15","","longmrdfappd3","9.897755610972569","401","8.023159740375094","65097","3969"
"false","true","cms","24","1.5","hs7u15","","longmrdfappd1","5.72568578553616","401","5.433301177627229","24984","2296"
"false","true","cms","32","2","hs7u15","","longmrdfappd3","6.650872817955112","401","8.435337467511733","46271","2667"
"false","true","cms","48","20","hs7u15","","longmrdfappd1","29.366583541147133","401","5.827339515940639","359438","11776"
"true","true","cms","8","28","hs7u15","","longmrdfappd2","153.83042394014961","401","3.4599485487405155","9493984","61686"
"true","true","cms","4","8","hs7u15","","longmrdfappd1","76.9576059850374","401","12.324810176616952","2435824","30860"
"false","true","cms","4","3","hs7u15","","longmrdfappd1","28.129675810473817","401","5.926662536586833","331388","11280"
"true","true","cms","16","0.7","hs7u15","","longmrdfappd1","3.9625935162094765","401","6.932959860391041","25571","1589"
"true","false","cms","32","20","hs7u15","","longmrdfappd3","218.71820448877804","401","16.859338644184497","19296878","87706"
"true","true","cms","8","2","hs7u15","","longmrdfappd1","10.982543640897756","401","0.5162636857581897","48474","4404"
"false","true","cms","16","1","hs7u15","","longmrdfappd1","4.478802992518704","401","6.065739162264516","22798","1796"
"false","false","cms","16","8","hs7u15","","longmrdfappd2","192.4438902743142","401","8.44211440274046","14879474","77170"
"false","true","cms","24","1","hs7u15","","longmrdfappd2","4.785536159600998","401","2.8211686926402284","12375","1919"
"false","false","cms","24","2","hs7u15","","longmrdfappd3","122.63092269326684","401","6.712361871336822","6048443","49175"
"false","true","cms","4","3","hs7u15","","longmrdfappd1","31.197007481296758","401","0.7329719658261926","390490","12510"
"true","false","cms","32","0.7","hs7u15","","longmrdfappd2","108.47630922693267","401","8.73865847623237","4749233","43499"
"false","false","cms","32","2","hs7u15","","longmrdfappd3","118.11471321695761","401","6.0076267387768905","5608858","47364"
"false","true","cms","32","1","hs7u15","","longmrdfappd2","4.9900249376558605","401","5.031065612411111","20135","2001"
"true","true","cms","48","2","hs7u15","","longmrdfappd2","10.261845386533667","401","8.09875244147296","68529","4115"
"false","false","cms","4","3","hs7u15","","longmrdfappd1","382.82543640897757","401","26.486611709916627","59049999","153513"
"true","false","cms","4","2","hs7u15","","longmrdfappd1","357.8778054862843","401","17.9828827220386","51488363","143509"
"false","false","cms","4","16","hs7u15","","longmrdfappd3","551.0049875311721","401","30.578870266825295","122121167","220953"
"true","false","cms","8","8","hs7u15","","longmrdfappd2","388.3840399002494","401","21.283436821412796","60669354","155742"
"false","false","cms","8","4","hs7u15","","longmrdfappd1","243.20199501246884","401","11.868002036111394","23774512","97524"
"true","false","cms","24","2","hs7u15","","longmrdfappd3","131.33665835411472","401","5.433697189081168","6928816","52666"
"false","true","cms","4","20","hs7u15","","longmrdfappd2","185.20448877805487","401","11.276532239661206","13805573","74267"
"false","true","cms","24","3","hs7u15","","longmrdfappd2","8.017456359102244","401","3.129331035842325","29703","3215"
"true","true","cms","48","4","hs7u15","","longmrdfappd2","12.88279301745636","401","6.703088816385342","84570","5166"
"true","false","cms","8","3","hs7u15","","longmrdfappd3","259.214463840399","401","14.273386646427776","27025743","103945"
"true","false","cms","48","16","hs7u15","","longmrdfappd1","161.5361596009975","401","9.607473930547544","10500680","64776"
"false","false","cms","24","12","hs7u15","","longmrdfappd1","166.64837905236908","401","9.548069936754919","11173002","66826"
"false","false","cms","24","20","hs7u15","","longmrdfappd2","196.12718204488777","401","9.848796237153842","15463711","78647"
"false","false","cms","16","1.5","hs7u15","","longmrdfappd1","121.31920199501246","401","6.23743467966904","5917659","48649"
"true","false","cms","4","28","hs7u15","","longmrdfappd3","734.6059850374065","401","43.025589603025345","217140359","294577"
"true","false","cms","48","3","hs7u15","","longmrdfappd1","133.40897755610973","401","9.186475975577716","7170821","53497"
"false","false","cms","8","12","hs7u15","","longmrdfappd2","322.71072319201994","401","15.82230219055272","41861415","129407"
"false","true","cms","24","16","hs7u15","","longmrdfappd1","32.70324189526185","401","5.554914201351744","441244","13114"
"false","false","cms","24","12","hs7u15","","longmrdfappd3","167.39650872817955","401","9.538994012139772","11273146","67126"
"false","false","cms","32","12","hs7u15","","longmrdfappd2","153.96009975062344","401","9.695020393940814","9542880","61738"
"true","true","cms","16","12","hs7u15","","longmrdfappd1","35.119700748129674","401","8.93203128928927","526583","14083"
"false","false","cms","8","0.7","hs7u15","","longmrdfappd2","102.56857855361596","401","12.564880408314696","4281954","41130"
"false","true","cms","8","2","hs7u15","","longmrdfappd2","11.134663341645885","401","0.47566249783665654","49807","4465"
"true","false","cms","24","1","hs7u15","","longmrdfappd1","116.51122194513715","401","6.7140006138301604","5461597","46721"
"false","true","cms","32","28","hs7u15","","longmrdfappd2","45.67331670822943","401","5.816865257026268","850075","18315"
"true","false","cms","48","28","hs7u15","","longmrdfappd3","181.89027431421445","401","10.9529909225379","13314820","72938"
"true","false","cms","8","3","hs7u15","","longmrdfappd1","261.3615960099751","401","13.71336139480485","27467674","104806"
"false","true","cms","48","1","hs7u15","","longmrdfappd2","9.855361596009976","401","9.363484411830616","74106","3952"
"true","false","cms","8","0.7","hs7u15","","longmrdfappd1","125.64089775561098","401","6.347047397440404","6346194","50382"
"true","false","cms","32","2","hs7u15","","longmrdfappd3","127.79052369077307","401","6.512294911360453","6565504","51244"
"true","true","cms","4","16","hs7u15","","longmrdfappd1","215.86783042394015","401","4.397345326032606","18693921","86563"
"true","true","cms","4","20","hs7u15","","longmrdfappd3","188.35411471321694","401","11.89015767989164","14283078","75530"
"true","true","cms","4","2","hs7u15","","longmrdfappd1","20.2643391521197","401","12.044802073186288","222844","8126"
"true","true","cms","24","8","hs7u15","","longmrdfappd1","18.23940149625935","401","3.07147501113678","137186","7314"
"false","true","cms","8","4","hs7u15","","longmrdfappd1","22.887780548628427","401","0.4683235999126982","210152","9178"
"true","false","cms","4","28","hs7u15","","longmrdfappd2","758.1770573566084","401","49.991630943671915","231509977","304029"
"true","true","cms","48","0.7","hs7u15","","longmrdfappd2","9.45137157107232","401","5.6048833681143035","48418","3790"
"false","true","cms","48","28","hs7u15","","longmrdfappd3","40.01496259351621","401","8.655200420861675","672120","16046"
"false","true","cms","16","3","hs7u15","","longmrdfappd3","9.598503740648379","401","0.5101442323172488","37049","3849"
"false","false","cms","16","4","hs7u15","","longmrdfappd1","164.02493765586036","401","7.215208138881505","10809452","65774"
"true","false","cms","32","4","hs7u15","","longmrdfappd2","143.79800498753116","401","6.892592142573847","8310875","57663"
"true","false","cms","24","3","hs7u15","","longmrdfappd3","143.05236907730674","401","7.388388181709965","8227946","57364"
"false","false","cms","16","4","hs7u15","","longmrdfappd1","164.49127182044887","401","7.947492813672331","10875337","65961"
"false","true","cms","4","1","hs7u15","","longmrdfappd1","9.119700748129675","401","7.687515280132376","57049","3657"
"true","true","cms","32","20","hs7u15","","longmrdfappd2","32.49875311720698","401","2.3804321662570587","425796","13032"
"false","false","cms","16","8","hs7u15","","longmrdfappd3","179.84788029925187","401","9.968994413760036","13010301","72119"
"true","true","cms","8","12","hs7u15","","longmrdfappd1","60.56359102244389","401","3.7398669175409687","1476456","24286"
"false","false","cms","8","2","hs7u15","","longmrdfappd2","195.01995012468828","401","19.926663574078777","15410371","78203"
"false","true","cms","24","3","hs7u15","","longmrdfappd2","8.493765586034913","401","7.438900653160635","51120","3406"
"true","true","cms","32","16","hs7u15","","longmrdfappd1","26.83291770573566","401","1.9066790901535027","290180","10760"
"true","true","cms","48","1.5","hs7u15","","longmrdfappd2","10.56857855361596","401","11.254521295925375","95582","4238"
"true","true","cms","32","0.7","hs7u15","","longmrdfappd1","4.793017456359102","401","4.659428659568734","17918","1922"
"true","true","cms","48","28","hs7u15","","longmrdfappd3","40.32668329177057","401","10.187788456669615","693743","16171"
"false","false","cms","32","3","hs7u15","","longmrdfappd1","120.57107231920199","401","8.451744266386576","5858135","48349"
"true","true","cms","16","20","hs7u15","","longmrdfappd2","54.54364089775561","401","10.668372896560799","1238618","21872"
"true","false","cms","48","1.5","hs7u15","","longmrdfappd3","118.9077306733167","401","6.642939370383055","5687454","47682"
"false","false","cms","16","0.7","hs7u15","","longmrdfappd3","98.4064837905237","401","6.299416737071059","3899131","39461"
"false","false","cms","32","16","hs7u15","","longmrdfappd1","151.03241895261846","401","6.89439009970579","9166188","60564"
"false","false","cms","48","20","hs7u15","","longmrdfappd2","142.643391521197","401","8.316975547828209","8186940","57200"
"true","false","cms","48","1","hs7u15","","longmrdfappd3","119.68827930174564","401","8.545613991140826","5773723","47995"
"true","true","cms","24","8","hs7u15","","longmrdfappd2","17.618453865336658","401","8.299058541293206","152093","7065"
"true","false","cms","16","0.7","hs7u15","","longmrdfappd3","105.85536159600997","401","8.28266389083859","4520858","42448"
"false","false","cms","4","2","hs7u15","","longmrdfappd2","301.7057356608479","401","18.97204116995721","36645902","120984"
"false","true","cms","32","16","hs7u15","","longmrdfappd3","26.71571072319202","401","7.7471885371748455","310273","10713"
"true","true","cms","4","28","hs7u15","","longmrdfappd1","279.54114713216956","401","16.9400859325534","31450518","112096"
"true","true","cms","8","2","hs7u15","","longmrdfappd2","11.259351620947632","401","0.4969418482601537","50935","4515"
"false","true","cms","32","4","hs7u15","","longmrdfappd1","9.613466334164588","401","6.036689007151694","51673","3855"
"true","true","cms","32","4","hs7u15","","longmrdfappd2","8.855361596009976","401","1.594575415129399","32465","3551"
"true","false","cms","24","3","hs7u15","","longmrdfappd1","142.8503740648379","401","7.622486494499724","8206197","57283"
"false","false","cms","8","4","hs7u15","","longmrdfappd2","234.3640897755611","401","12.578813174529524","22088986","93980"
"true","true","cms","32","0.7","hs7u15","","longmrdfappd1","4.541147132169576","401","1.7180072202339731","9453","1821"
"false","true","cms","8","1","hs7u15","","longmrdfappd2","6.052369077306733","401","8.585189974961297","44245","2427"
"true","true","cms","4","28","hs7u15","","longmrdfappd3","271.4189526184539","401","15.603856544220301","29638603","108839"
"true","true","cms","8","2","hs7u15","","longmrdfappd3","11.309226932668329","401","0.5084224791740664","51391","4535"
"false","true","cms","48","4","hs7u15","","longmrdfappd3","12.940149625935161","401","10.26683443201555","109415","5189"
"false","true","cms","8","16","hs7u15","","longmrdfappd2","83.07730673316708","401","1.4287775247192025","2768456","33314"
"true","true","cms","16","1","hs7u15","","longmrdfappd2","4.8453865336658355","401","8.23628822973129","36617","1943"
"true","false","cms","16","12","hs7u15","","longmrdfappd1","267.43142144638404","401","10.339422183889099","28722214","107240"
"false","true","cms","24","2","hs7u15","","longmrdfappd1","6.428927680798005","401","2.029842468306716","18226","2578"
"false","false","cms","4","3","hs7u15","","longmrdfappd3","373.3715710723192","401","20.501787277494085","56070488","149722"
"false","true","cms","16","16","hs7u15","","longmrdfappd2","45.80299251870324","401","4.017243508790779","847735","18367"
"true","false","cms","16","0.7","hs7u15","","longmrdfappd1","106.50872817955113","401","6.246838492433762","4564636","42710"
"true","true","cms","48","12","hs7u15","","longmrdfappd3","22.14713216957606","401","5.9193076029837055","210739","8881"
"false","true","cms","8","28","hs7u15","","longmrdfappd2","141.40648379052368","401","7.791347451986297","8042656","56704"
"true","false","cms","16","4","hs7u15","","longmrdfappd3","196.18952618453866","401","6.93028987349043","15453882","78672"
"false","true","cms","48","3","hs7u15","","longmrdfappd3","11.376558603491272","401","6.267148971948133","67650","4562"
"true","true","cms","16","1","hs7u15","","longmrdfappd3","4.618453865336658","401","2.81633259404683","11734","1852"
"true","true","cms","4","16","hs7u15","","longmrdfappd2","151.77057356608478","401","18.98147756876341","9381236","60860"
"true","true","cms","48","1.5","hs7u15","","longmrdfappd2","10.683291770573566","401","8.230285604662896","72930","4284"
"true","false","cms","4","1","hs7u15","","longmrdfappd3","241.9226932668329","401","14.643102730781587","23555145","97011"
"true","false","cms","8","28","hs7u15","","longmrdfappd1","504.1845386533666","401","39.296251372355364","102554244","202178"
"false","false","cms","48","0.7","hs7u15","","longmrdfappd2","107.50374064837905","401","6.41503929447786","4650881","43109"
"true","true","cms","24","12","hs7u15","","longmrdfappd1","25.48379052369077","401","4.171553302263553","267397","10219"
"true","false","cms","32","1.5","hs7u15","","longmrdfappd3","121.80049875311721","401","6.460322000469294","5965716","48842"
"true","false","cms","32","2","hs7u15","","longmrdfappd2","129.45386533665837","401","6.1525487913743","6735259","51911"
"false","false","cms","24","3","hs7u15","","longmrdfappd1","126.70324189526184","401","6.486834121629588","6454412","50808"
"false","true","cms","32","3","hs7u15","","longmrdfappd1","7.927680798004988","401","1.507175475209396","26113","3179"
"false","false","cms","4","4","hs7u15","","longmrdfappd3","402.49625935162095","401","26.34938113612807","65241709","161401"
"false","true","cms","24","1.5","hs7u15","","longmrdfappd1","5.655860349127182","401","3.3149358698015012","17234","2268"
"true","false","cms","16","3","hs7u15","","longmrdfappd1","162.286783042394","401","8.14672492831735","10587751","65077"
"false","false","cms","4","20","hs7u15","","longmrdfappd2","566.9900249376559","401","30.621653874901448","129288565","227363"
"false","true","cms","32","4","hs7u15","","longmrdfappd1","9.239401496259351","401","2.2170375509094145","36203","3705"
"true","false","cms","48","12","hs7u15","","longmrdfappd3","156.214463840399","401","10.431770496186475","9829224","62642"
"false","true","cms","24","1.5","hs7u15","","longmrdfappd1","5.556109725685785","401","5.917341590544035","26420","2228"
"true","true","cms","32","4","hs7u15","","longmrdfappd2","9.967581047381547","401","6.282338493084059","55667","3997"
"true","true","cms","24","12","hs7u15","","longmrdfappd3","26.473815461346632","401","4.833892981074286","290416","10616"
"true","false","cms","8","1","hs7u15","","longmrdfappd1","150.95511221945137","401","10.256461015791608","9179949","60533"
"false","true","cms","48","1.5","hs7u15","","longmrdfappd1","9.478802992518704","401","8.316985268335321","63767","3801"
"false","true","cms","32","0.7","hs7u15","","longmrdfappd1","4.503740648379052","401","1.1777703998579785","8690","1806"
"true","false","cms","16","1","hs7u15","","longmrdfappd3","126.82294264339153","401","13.381085110049717","6521508","50856"
"false","true","cms","24","2","hs7u15","","longmrdfappd3","6.466334164588528","401","3.5773586681312417","21899","2593"
"false","true","cms","4","8","hs7u15","","longmrdfappd3","74.77306733167082","401","16.371798415554633","2349478","29984"
"false","false","cms","8","28","hs7u15","","longmrdfappd2","411.08977556109727","401","19.225578353898154","67915135","164847"
"false","true","cms","32","4","hs7u15","","longmrdfappd3","9.780548628428928","401","6.653648855367108","56112","3922"
"false","true","cms","24","2","hs7u15","","longmrdfappd2","6.433915211970075","401","5.585985927822271","29112","2580"
"true","false","cms","48","12","hs7u15","","longmrdfappd1","154.00997506234415","401","9.214533692566413","9545396","61758"
"false","true","cms","32","1","hs7u15","","longmrdfappd1","5.087281795511222","401","7.197593310907453","31152","2040"
"true","false","cms","8","0.7","hs7u15","","longmrdfappd3","128.5511221945137","401","9.206308418730062","6660669","51549"
"true","true","cms","16","8","hs7u15","","longmrdfappd1","22.972568578553616","401","7.2998989256768105","232992","9212"
"false","true","cms","32","8","hs7u15","","longmrdfappd3","15.29925187032419","401","2.149110919552874","95713","6135"
"false","false","cms","24","8","hs7u15","","longmrdfappd2","155.713216957606","401","8.210148204597315","9749919","62441"
"false","true","cms","8","3","hs7u15","","longmrdfappd2","15.937655860349127","401","7.072732472651401","121917","6391"
"true","true","cms","4","8","hs7u15","","longmrdfappd3","76.96009975062344","401","21.097172258309474","2553547","30861"
"true","true","cms","24","3","hs7u15","","longmrdfappd3","8.571072319201996","401","5.544250563554839","41785","3437"
"true","false","cms","32","20","hs7u15","","longmrdfappd1","218.76059850374065","401","15.67667529389515","19288885","87723"
"true","false","cms","16","20","hs7u15","","longmrdfappd2","305.48877805486285","401","14.816769455935285","37510715","122501"
"false","true","cms","4","12","hs7u15","","longmrdfappd1","119.86034912718205","401","4.8862827874679855","5770542","48064"
"true","true","cms","16","2","hs7u15","","longmrdfappd2","7.389027431421447","401","10.367957510733957","64999","2963"
"false","false","cms","24","0.7","hs7u15","","longmrdfappd2","102.20448877805487","401","5.502942291704821","4200892","40984"
"false","false","cms","16","28","hs7u15","","longmrdfappd3","257.48129675810475","401","4.989792504814175","26594928","103250"
"false","true","cms","48","4","hs7u15","","longmrdfappd2","12.571072319201996","401","7.2394431591194595","84387","5041"
"false","true","cms","8","4","hs7u15","","longmrdfappd3","20.32418952618454","401","2.214132436840739","167608","8150"
"true","false","cms","8","16","hs7u15","","longmrdfappd1","462.8703241895262","401","19.135118506140294","86060651","185611"
"false","false","cms","24","28","hs7u15","","longmrdfappd2","198.31670822942644","401","8.421676409912308","15799577","79525"
"true","true","cms","48","2","hs7u15","","longmrdfappd2","9.997506234413965","401","7.622155248942949","63377","4009"
"false","false","cms","8","20","hs7u15","","longmrdfappd3","382.6758104738155","401","18.775870289845805","58864117","153453"
"false","true","cms","8","3","hs7u15","","longmrdfappd3","16.064837905236907","401","9.647181725666806","140810","6442"
"true","true","cms","8","28","hs7u15","","longmrdfappd1","151.88778054862843","401","6.839803945778046","9269789","60907"
"false","true","cms","32","3","hs7u15","","longmrdfappd3","8.067331670822943","401","1.4010879677899357","26885","3235"
"true","false","cms","24","0.7","hs7u15","","longmrdfappd2","104.03740648379052","401","9.854355709063737","4379277","41719"
"false","true","cms","48","3","hs7u15","","longmrdfappd2","11.174563591022444","401","6.001616687560946","64517","4481"
"true","true","cms","8","4","hs7u15","","longmrdfappd2","21.122194513715712","401","13.38076675212906","250702","8470"
"true","false","cms","48","2","hs7u15","","longmrdfappd3","125.11970074812967","401","7.212875430802443","6298493","50173"
"true","false","cms","24","3","hs7u15","","longmrdfappd1","142.77306733167083","401","7.703085680132592","8197838","57252"
"false","false","cms","32","0.7","hs7u15","","longmrdfappd3","101.12468827930175","401","4.523633033914605","4108913","40551"
"true","true","cms","4","12","hs7u15","","longmrdfappd1","114.2219451371571","401","22.075321462276072","5427123","45803"
"true","true","cms","48","8","hs7u15","","longmrdfappd3","17.810473815461346","401","8.803705297063493","158282","7142"
"false","false","cms","48","1","hs7u15","","longmrdfappd3","110.89526184538653","401","5.019562975261012","4941505","44469"
"true","true","cms","16","0.7","hs7u15","","longmrdfappd3","3.9127182044887783","401","4.8780502669484225","15681","1569"
"true","false","cms","16","20","hs7u15","","longmrdfappd2","316.84039900249377","401","9.662610864492004","40292963","127053"
"true","false","cms","24","4","hs7u15","","longmrdfappd1","150.50872817955113","401","9.261000663815452","9118196","60354"
"true","false","cms","24","1.5","hs7u15","","longmrdfappd2","121.43640897755611","401","6.792365603828941","5931968","48696"
"false","false","cms","4","4","hs7u15","","longmrdfappd1","419.08229426433917","401","27.950003648716518","70740880","168052"
"false","false","cms","32","20","hs7u15","","longmrdfappd3","159.4788029925187","401","7.365429429902666","10220583","63951"
"false","true","cms","4","1","hs7u15","","longmrdfappd1","9.885286783042394","401","10.707249646504392","85158","3964"
"false","false","cms","32","2","hs7u15","","longmrdfappd2","134.4788029925187","401","56.07778863879222","8512936","53926"
"true","false","cms","24","0.7","hs7u15","","longmrdfappd3","108.50623441396509","401","9.967057261738075","4761051","43511"
"true","false","cms","32","1","hs7u15","","longmrdfappd2","119.24438902743142","401","8.328068975227","5729721","47817"
"true","true","cms","8","1","hs7u15","","longmrdfappd2","5.835411471321696","401","7.8128254995904305","38132","2340"
"false","true","cms","16","28","hs7u15","","longmrdfappd1","98.93266832917706","401","1.1089997345313507","3925350","39672"
"false","true","cms","4","8","hs7u15","","longmrdfappd2","75.82294264339153","401","12.682820564665885","2369899","30405"
"false","true","cms","48","2","hs7u15","","longmrdfappd2","10.728179551122194","401","8.503391075226121","75148","4302"
"true","false","cms","4","12","hs7u15","","longmrdfappd3","612.4413965087282","401","40.697805881103776","151073051","245589"
"true","true","cms","8","16","hs7u15","","longmrdfappd2","86.90523690773067","401","13.304828122820316","3099545","34849"
"true","true","cms","4","0.7","hs7u15","","longmrdfappd2","7.1546134663341645","401","9.331043028660378","55441","2869"
"true","false","cms","4","4","hs7u15","","longmrdfappd3","462.74812967581045","401","38.60993505602682","86466250","185562"
"true","false","cms","24","28","hs7u15","","longmrdfappd1","279.36408977556107","401","10.142973304868242","31337017","112025"
"true","true","cms","32","1","hs7u15","","longmrdfappd3","5.032418952618454","401","5.655659129012369","22982","2018"
"false","true","cms","16","4","hs7u15","","longmrdfappd1","12.16209476309227","401","6.053886005004842","74011","4877"
"false","true","cms","4","2","hs7u15","","longmrdfappd1","18.59351620947631","401","8.920365773975183","170542","7456"
"false","false","cms","24","16","hs7u15","","longmrdfappd2","177.92019950124688","401","11.458201865263902","12746542","71346"
"true","false","cms","32","2","hs7u15","","longmrdfappd3","118.92019950124688","401","7.032068755540058","5690777","47687"
"true","true","cms","8","20","hs7u15","","longmrdfappd2","106.25935162094763","401","4.7193102098097","4536642","42610"
"false","true","cms","16","20","hs7u15","","longmrdfappd3","56.443890274314214","401","4.024546730622331","1284046","22634"
"true","true","cms","4","16","hs7u15","","longmrdfappd1","216.1795511221945","401","2.0632591215115355","18741880","86688"
"true","true","cms","4","1","hs7u15","","longmrdfappd2","9.638403990024937","401","10.174606376126365","78765","3865"
"false","false","cms","48","2","hs7u15","","longmrdfappd1","119.58354114713217","401","7.554861916836939","5757277","47953"
"false","false","cms","24","4","hs7u15","","longmrdfappd2","135.19700748129677","401","6.276154533877354","7345366","54214"
"false","true","cms","16","3","hs7u15","","longmrdfappd1","9.556109725685786","401","5.239640659656381","47628","3832"
"false","false","cms","24","12","hs7u15","","longmrdfappd3","172.70074812967582","401","8.748935065307023","11990739","69253"
"true","true","cms","48","3","hs7u15","","longmrdfappd1","11.276807980049876","401","10.37119960911975","94126","4522"
"true","true","cms","4","4","hs7u15","","longmrdfappd2","38.28927680798005","401","4.398039659163682","595650","15354"
"true","true","cms","16","4","hs7u15","","longmrdfappd1","11.780548628428928","401","3.3322606134970436","60104","4724"
"false","true","cms","24","8","hs7u15","","longmrdfappd1","17.546134663341647","401","5.507962159813333","135620","7036"
"true","false","cms","32","3","hs7u15","","longmrdfappd3","134.02743142144638","401","7.4684203403370395","7225671","53745"
"true","false","cms","16","2","hs7u15","","longmrdfappd2","151.94763092269326","401","6.988394413757659","9277905","60931"
"false","true","cms","32","3","hs7u15","","longmrdfappd1","8.082294264339152","401","4.133158987403477","33045","3241"
"true","false","cms","8","1","hs7u15","","longmrdfappd1","149.45386533665837","401","10.149185993516474","8998225","59931"
"true","false","cms","32","12","hs7u15","","longmrdfappd3","182.16209476309226","401","8.756111345014418","13337139","73047"
